"ID","FSM","C1_Eng","C1_Mat","C2_Eng","C2_Mat","C3_Eng","C3_Mat","C1_Btotal","C2_Btotal","C3_Btotal","C1_AGtotal","C2_AGtotal","C3_AGtotal","C1_SCtotal","C2_SCtotal","C3_SCtotal","C1_LTtotal","C2_LTtotal","C3_LTtotal","C1_Ltotal","C2_Ltotal","C3_Ltotal"
6067,1,5,5,5,5,6,4,30,32,32,17,12,12,65,31,34,40,37,20,22,15,14
6068,1,4,4,4,4,5,4,35,33,31,19,15,16,90,65,39,25,40,20,22,11,8
6069,1,4,4,4,4,4,5,42,35,37,17,16,15,137,129,110,28,37,24,30,17,10
6070,1,5,6,5,6,7,6,31,33,33,19,18,19,31,30,24,40,40,12,15,9,7
6071,1,4,4,4,4,5,4,36,39,36,13,12,16,103,92,37,31,34,19,37,16,13
6072,1,3,3,3,3,4,4,32,34,35,15,19,16,88,80,38,28,31,20,18,12,10
6073,1,4,5,4,5,6,5,35,36,31,13,13,12,89,46,38,31,37,17,28,13,11
6074,1,5,5,5,5,6,5,39,30,35,18,14,15,84,130,103,31,34,24,45,11,10
6075,1,5,5,5,5,6,5,33,33,38,14,13,12,77,51,42,37,40,19,20,9,14
6076,1,4,4,4,4,4,5,38,44,49,16,19,16,127,102,66,34,37,25,52,12,10
6077,1,5,5,5,5,6,6,33,27,34,7,11,8,87,49,38,25,31,24,34,12,8
6078,2,4,3,4,3,3,5,31,34,35,13,15,17,34,55,118,34,34,23,33,9,11
6079,1,5,5,5,5,6,5,32,35,41,15,15,17,38,56,48,40,40,24,15,11,10
6080,1,5,4,5,4,5,5,36,34,30,17,16,14,86,36,38,31,40,21,37,11,9
6081,2,4,4,4,4,4,4,43,37,32,12,15,14,48,59,43,13,34,19,22,10,8
6082,1,5,4,5,4,5,6,44,41,33,14,14,15,112,84,102,34,34,15,60,11,24
6083,1,4,4,4,4,5,5,32,33,32,15,17,15,62,81,35,37,40,20,21,8,7
6084,2,4,4,4,4,5,5,38,34,36,15,16,15,122,62,39,31,40,21,30,7,11
6085,1,3,4,3,4,4,5,34,35,38,13,13,13,85,98,70,31,40,20,39,15,23
6086,1,5,4,5,4,4,4,40,34,36,19,18,20,116,136,82,40,34,12,34,9,14
6087,1,4,4,4,4,5,5,32,32,34,17,18,18,101,72,82,22,40,13,16,8,15
6088,1,5,4,5,4,6,5,39,36,36,19,11,7,65,74,44,37,28,25,31,13,13
6089,1,5,5,5,5,7,5,33,34,30,17,16,13,47,69,53,40,37,18,15,10,8
6090,1,4,4,4,4,6,5,29,35,33,11,18,18,93,64,114,31,37,17,34,12,15
6091,1,5,5,5,5,6,3,38,35,37,11,13,9,78,96,60,37,40,14,33,12,15
6092,1,5,5,5,5,5,5,29,39,33,13,13,13,75,106,57,37,40,18,19,15,16
6093,1,5,5,5,5,6,5,31,32,33,13,14,14,68,55,55,34,40,20,25,16,10
6094,1,4,4,4,4,4,5,46,34,40,15,9,13,68,101,86,10,19,27,55,18,19
6095,1,4,4,4,4,4,4,33,37,34,11,17,14,69,27,43,34,40,17,25,8,10
6096,2,5,4,5,4,6,5,30,33,37,17,17,14,49,37,44,34,40,26,21,11,12
6097,1,4,4,4,4,4,5,31,34,31,16,17,15,43,33,20,40,40,12,20,11,7
6098,2,3,4,3,4,5,4,34,33,42,11,20,16,92,142,78,31,37,21,26,7,11
6099,2,4,4,4,4,2,4,32,38,38,14,16,16,106,153,44,37,22,20,38,12,12
6100,1,4,5,4,5,5,5,32,28,29,16,11,10,116,47,32,37,28,24,20,11,8
6101,1,4,5,4,5,4,5,34,38,33,14,12,11,87,113,61,40,40,23,26,12,14
6102,1,4,4,4,4,4,4,27,34,29,14,17,15,82,59,44,37,34,34,31,11,9
6103,1,4,5,4,5,6,3,33,34,39,12,9,10,59,55,51,40,13,34,49,19,20
6104,1,4,4,4,4,4,4,39,37,35,12,13,15,64,94,65,25,31,24,42,10,15
6105,1,4,3,4,3,4,4,33,34,43,12,15,15,75,56,109,28,34,13,20,25,12
6106,2,4,4,4,4,5,4,31,37,42,15,17,16,127,112,66,37,40,15,35,10,20
6107,1,4,3,4,3,4,4,37,32,29,17,16,11,51,52,39,37,28,22,32,11,11
6108,2,4,4,4,4,5,6,37,35,33,14,19,15,62,44,39,37,40,16,26,9,13
6109,1,4,5,4,5,4,5,38,32,32,9,15,17,60,86,39,37,37,19,41,23,10
6110,1,4,4,4,4,5,4,35,39,34,15,18,17,62,144,98,13,37,16,28,11,8
6111,1,5,5,5,5,6,5,41,32,34,16,17,15,65,30,30,37,40,15,47,11,10
6112,2,3,4,3,4,5,5,35,30,35,8,10,7,66,63,27,40,34,20,29,9,8
6113,1,3,4,3,4,4,4,37,34,35,17,18,17,124,124,69,28,40,23,27,10,11
6114,1,4,4,4,4,5,5,34,33,34,14,15,17,111,118,42,25,34,17,27,16,9
6115,1,2,1,2,1,3,3,39,35,33,10,15,15,75,78,76,28,37,12,15,8,8
6116,1,4,4,4,4,5,4,31,32,34,14,14,16,79,86,104,40,37,16,25,17,16
6117,1,4,4,4,4,5,4,30,32,37,16,17,14,59,52,38,40,34,21,17,8,7
6118,1,4,4,4,4,5,5,35,40,37,15,14,13,130,83,100,22,40,19,18,14,14
6119,1,4,4,4,4,5,4,41,47,48,15,16,16,116,170,161,31,34,21,56,21,16
6120,1,5,6,5,6,7,5,34,35,35,11,16,15,52,55,27,34,40,10,18,11,8
6121,1,5,5,5,5,7,5,35,31,32,15,15,19,62,55,46,37,40,20,21,12,7
6122,1,4,4,4,4,5,5,34,38,30,15,12,13,112,68,36,40,34,23,22,9,10
6123,1,3,4,3,4,4,5,36,31,30,12,11,13,61,52,33,40,40,19,25,10,9
6124,1,5,5,5,5,6,4,39,36,34,12,15,14,77,26,33,34,37,23,28,10,7
6125,1,3,4,3,4,4,4,30,41,30,15,15,13,56,27,39,34,40,21,19,7,7
6126,2,5,4,5,4,4,4,43,45,42,12,12,10,84,81,74,37,10,22,62,12,10
6127,1,5,4,5,4,5,4,31,36,30,14,14,11,87,84,66,31,16,27,28,19,11
6128,1,5,5,5,5,6,5,32,35,40,13,14,14,76,56,50,40,34,20,33,12,13
6129,1,5,4,5,4,6,6,36,37,36,14,16,14,64,78,86,34,25,21,23,15,20
6130,1,5,4,5,4,5,5,39,36,39,16,12,14,96,85,74,34,31,24,42,11,12
6131,1,5,5,5,5,6,6,33,36,41,18,18,19,42,31,54,40,34,18,24,11,10
6132,1,5,5,5,5,7,5,39,41,35,10,12,11,73,128,50,40,37,17,28,11,13
6133,1,5,4,5,4,5,5,35,35,32,12,12,13,126,89,76,34,34,20,33,9,11
6134,1,4,4,4,4,4,5,32,31,37,7,15,13,89,36,43,37,37,27,32,13,12
6135,1,4,4,4,4,6,5,38,37,33,20,19,20,42,38,20,37,34,18,16,12,11
6136,2,4,4,4,4,5,5,34,36,30,9,14,15,68,57,43,40,34,17,38,13,12
6137,1,3,3,3,3,4,3,32,35,32,9,14,13,65,110,84,34,34,24,23,15,12
6138,1,3,3,3,3,3,4,37,43,37,17,20,19,101,62,26,10,31,20,24,8,7
6139,1,4,4,4,4,5,5,33,41,35,9,13,8,113,57,39,34,37,18,35,9,10
6140,2,3,4,3,4,4,4,34,30,34,10,18,15,69,69,67,37,28,21,23,12,12
6141,2,4,4,4,4,4,5,33,38,35,11,12,7,67,110,52,40,37,23,29,12,9
6142,1,5,4,5,4,6,5,32,34,36,14,8,16,78,65,62,40,37,18,27,11,8
6143,2,4,3,4,3,4,3,36,39,38,19,18,18,55,45,37,16,40,30,24,8,7
6144,1,4,4,4,4,4,4,32,33,34,12,13,12,98,147,97,40,37,21,24,13,12
6145,2,4,4,4,4,4,4,35,32,35,12,11,8,66,41,26,34,28,36,25,12,7
6146,1,4,4,4,4,4,4,32,32,35,14,15,15,112,111,40,40,40,17,21,9,10
6147,1,5,4,5,4,5,5,32,33,34,16,16,15,44,109,68,37,40,25,20,9,7
6148,1,4,4,4,4,5,4,38,31,37,18,18,19,55,38,39,31,40,14,35,9,8
6149,1,4,4,4,4,6,4,34,32,36,17,15,14,40,83,63,37,34,20,37,13,10
6150,1,5,5,5,5,6,4,31,35,39,11,14,13,78,73,84,34,40,18,21,11,15
6151,1,6,6,6,6,7,5,32,35,34,18,16,18,34,30,27,40,40,21,19,9,10
6152,1,4,4,4,4,6,6,32,33,32,16,17,17,54,50,32,34,40,19,19,10,12
6153,1,4,4,4,4,5,4,37,32,35,15,16,16,79,54,68,16,34,24,44,9,10
6154,2,4,3,4,3,4,4,48,37,46,18,20,20,134,130,45,34,31,20,45,10,16
6155,2,5,5,5,5,7,5,35,34,34,16,20,16,69,95,29,31,40,21,24,9,10
6156,1,5,6,5,6,7,5,31,27,37,17,13,16,75,52,65,31,31,21,24,10,14
6157,1,4,4,4,4,5,4,31,28,33,11,19,14,121,153,72,37,37,22,39,16,15
6158,1,4,4,4,4,5,4,32,34,33,13,16,16,59,92,122,40,40,10,18,13,9
6159,1,5,5,5,5,6,6,38,36,35,11,10,12,108,54,58,13,34,20,40,14,18
6160,1,3,4,3,4,5,5,38,34,34,17,18,18,70,53,28,40,40,18,38,12,8
6161,1,5,5,5,5,6,5,37,38,45,12,14,14,70,81,101,25,31,24,41,18,9
6162,1,6,5,6,5,7,5,33,34,37,15,14,16,68,48,28,37,28,21,17,9,7
6163,2,4,4,4,4,4,4,40,38,37,18,16,16,93,110,100,31,40,13,46,13,17
6164,1,4,4,4,4,4,4,32,32,31,16,14,14,56,48,50,40,40,21,18,8,10
6165,1,5,5,5,5,6,5,32,32,35,14,13,15,70,65,41,40,34,26,20,10,13
6166,1,4,4,4,4,5,4,33,43,33,14,14,11,47,133,42,37,28,26,26,13,9
6167,1,3,3,3,3,3,4,28,34,33,19,20,17,45,47,35,40,40,17,22,7,9
6168,1,5,5,5,5,6,6,40,33,41,17,20,16,145,124,107,34,40,14,35,19,19
6169,1,2,1,2,1,3,3,34,30,36,10,14,14,107,101,89,37,40,24,42,13,20
6170,1,4,4,4,4,4,4,32,32,32,14,18,15,62,66,38,34,40,15,23,8,14
6171,1,4,4,4,4,4,4,37,37,33,16,19,15,107,100,23,25,37,20,34,12,8
6172,2,4,5,4,5,5,4,41,36,48,17,18,16,67,69,49,31,34,22,34,13,17
6173,1,5,4,5,4,6,5,32,32,41,16,12,13,71,22,63,37,40,24,25,7,13
6174,2,5,4,5,4,4,4,34,36,38,12,12,13,90,74,37,40,37,20,25,11,13
6175,1,4,5,4,5,5,5,36,34,33,12,15,13,117,48,41,40,16,22,28,16,10
6176,1,4,4,4,4,6,5,32,35,35,14,18,20,74,107,38,37,40,17,17,9,7
6177,1,5,5,5,5,6,6,31,30,34,19,16,15,100,68,53,37,40,22,19,14,15
6178,1,4,4,4,4,5,5,31,36,32,14,16,12,74,55,29,34,34,23,19,10,10
6179,1,5,4,5,4,5,4,29,34,32,15,15,11,84,60,35,40,37,17,30,19,13
6180,2,5,4,5,4,5,4,35,34,35,17,19,18,60,66,32,22,40,14,55,10,10
6181,1,4,4,4,4,6,4,29,33,29,16,19,15,61,59,71,37,40,20,24,12,16
6182,1,5,5,5,5,6,5,38,39,40,20,12,17,84,119,91,34,25,17,48,28,32
6183,1,4,5,4,5,5,5,34,36,31,11,15,12,50,60,36,28,31,25,24,9,10
6184,2,5,5,5,5,6,5,34,36,36,16,19,18,72,58,25,19,40,23,19,11,8
6185,1,4,4,4,4,5,4,32,34,32,16,17,13,64,53,53,34,37,16,33,9,9
6186,2,5,5,5,5,6,6,32,35,37,13,17,14,65,38,33,28,40,14,38,11,11
6187,2,4,4,4,4,5,4,37,34,36,19,19,5,63,109,52,28,37,24,17,14,18
6188,1,3,3,3,3,3,3,40,41,34,17,11,12,143,104,125,16,40,26,30,23,20
6189,1,4,3,4,3,3,3,39,34,38,13,11,17,98,47,64,31,40,17,30,11,15
6190,1,1,1,1,1,3,4,46,35,36,14,17,19,104,74,49,13,22,15,55,10,10
6191,1,4,4,4,4,4,3,37,33,40,18,14,12,77,42,123,22,28,27,27,10,22
6193,1,5,4,5,4,5,5,39,37,35,15,16,12,119,74,29,40,37,22,50,15,8
6194,1,4,3,4,3,5,4,37,51,38,19,16,18,53,80,50,31,25,27,42,16,7
6195,1,4,4,4,4,6,4,42,38,33,17,17,17,72,105,43,31,40,20,37,14,9
6196,1,4,4,4,4,5,6,34,36,31,16,12,11,35,45,41,31,40,19,20,12,10
6197,2,4,3,4,3,3,3,42,40,35,15,19,15,138,117,40,31,25,17,44,14,11
6198,1,4,4,4,4,5,4,31,28,30,8,8,8,100,61,26,34,40,25,24,24,10
6199,1,4,4,4,4,4,4,32,37,35,14,17,15,134,69,57,34,34,10,19,7,9
6200,2,5,4,5,4,6,6,38,33,37,13,14,16,74,63,54,34,25,20,55,13,12
6201,1,4,4,4,4,4,4,36,32,34,12,11,18,94,87,38,31,34,27,23,13,10
6202,1,4,4,4,4,4,4,34,41,35,14,12,16,47,128,70,37,40,17,23,11,11
6203,1,4,4,4,4,4,4,33,35,31,11,12,14,49,55,50,40,37,21,19,13,14
6204,1,4,4,4,4,5,4,34,35,31,18,16,11,60,52,45,40,40,16,17,9,8
6205,1,5,5,5,5,6,4,31,33,30,16,13,14,50,67,59,40,37,21,23,15,18
6206,1,5,4,5,4,5,4,42,37,39,11,14,12,121,135,65,40,37,22,60,18,12
6207,1,4,4,4,4,5,4,37,38,38,17,18,18,76,125,125,28,28,19,44,12,15
6208,1,4,4,4,4,5,4,31,33,29,14,12,14,41,54,28,31,37,20,34,14,9
6209,1,5,5,5,5,6,5,40,31,34,11,16,15,102,72,44,28,25,24,20,15,11
6210,1,4,4,4,4,5,5,32,40,35,11,14,13,73,67,36,37,31,21,19,21,7
6211,1,4,4,4,4,4,4,39,34,35,13,17,12,68,130,74,22,37,28,36,10,18
7001,2,3,4,3,4,4,4,33,35,35,19,13,14,69,90,27,34,31,26,25,16,11
7002,1,4,5,4,5,5,6,33,29,32,15,17,20,116,56,38,25,37,22,16,8,7
7003,1,4,4,4,4,3,4,31,32,28,12,15,13,35,162,36,37,31,19,25,12,9
7004,1,4,4,4,4,5,5,36,37,42,12,13,15,124,163,108,34,22,28,27,25,18
7005,2,5,4,5,4,6,4,28,30,36,19,20,16,42,101,25,34,40,10,25,15,13
7006,1,4,4,4,4,5,6,42,38,45,17,18,14,88,101,96,40,40,18,27,16,21
7007,1,4,5,4,5,5,5,42,50,42,20,15,13,43,32,76,34,40,19,15,8,8
7008,2,4,4,4,4,4,4,32,34,37,14,16,12,57,117,30,40,40,16,23,9,11
7009,1,5,5,5,5,5,6,34,28,33,16,13,9,66,118,48,34,34,32,27,14,9
7010,1,4,4,4,4,4,6,27,35,29,17,20,16,73,44,41,10,40,23,18,10,9
7011,2,5,5,5,5,5,6,32,32,29,16,15,14,69,54,24,37,40,14,26,8,9
7012,2,4,5,4,5,5,5,35,38,40,13,15,12,60,44,49,40,40,18,32,20,18
7013,2,4,5,4,5,4,5,44,46,42,15,10,9,74,132,68,13,13,30,30,25,11
7014,2,4,4,4,4,4,5,37,34,33,12,14,14,105,130,65,37,34,21,27,11,9
7015,2,4,4,4,4,4,4,31,32,28,16,16,16,38,20,24,40,31,36,15,8,10
7016,2,4,3,4,3,4,4,34,44,44,18,13,13,119,123,68,34,31,21,18,12,16
7017,2,4,4,4,4,5,5,33,29,37,16,17,18,118,113,48,22,28,24,24,10,7
7018,2,4,3,4,3,4,4,34,38,34,14,15,14,101,81,51,16,37,26,28,16,18
7019,1,4,5,4,5,5,5,31,35,35,15,16,14,40,137,50,40,40,23,15,14,8
7020,1,4,4,4,4,4,5,33,25,31,13,15,14,66,40,42,25,40,21,36,13,20
7021,1,5,5,5,5,5,6,35,35,36,19,14,16,106,71,46,40,28,19,25,11,12
7022,1,5,5,5,5,5,6,33,33,37,20,17,14,48,51,31,40,34,25,15,9,8
7023,1,4,4,4,4,4,5,36,38,37,15,20,16,97,56,45,19,40,16,37,8,9
7024,1,3,3,3,3,4,3,39,37,39,16,14,14,97,129,109,25,31,22,42,19,18
7025,1,4,5,4,5,4,6,36,35,33,19,20,14,48,20,21,40,40,19,20,7,9
7026,1,5,4,5,4,6,5,41,35,39,18,16,12,95,58,32,40,16,28,32,11,9
7027,1,5,6,5,6,5,7,37,34,37,10,8,10,80,35,30,37,40,19,31,10,10
7028,2,5,4,5,4,4,5,37,37,36,11,11,14,82,71,99,40,37,16,50,11,9
7029,1,4,2,4,2,4,3,34,36,34,16,17,17,113,59,78,19,34,17,19,14,9
7030,1,3,3,3,3,4,3,35,34,37,18,12,8,55,114,63,31,13,34,28,21,14
7031,1,5,5,5,5,5,6,34,33,30,16,20,18,50,39,43,40,37,25,18,7,9
7032,1,5,4,5,4,5,4,37,35,47,14,17,14,68,48,53,37,40,25,62,13,28
7033,1,4,5,4,5,4,4,35,42,33,18,20,15,29,20,33,34,28,17,15,9,9
7034,1,5,4,5,4,5,5,33,35,35,18,14,11,33,39,54,40,40,19,22,12,18
7035,2,4,5,4,5,4,4,33,38,37,14,13,11,54,28,20,40,40,25,24,11,21
7036,2,2,3,2,3,3,3,37,35,30,12,13,15,59,72,52,31,25,25,35,12,9
7037,1,5,5,5,5,4,6,34,35,31,16,19,14,35,49,21,37,40,16,16,7,9
7038,1,5,5,5,5,5,6,33,35,33,20,18,14,30,35,33,37,40,15,15,13,8
7039,1,4,5,4,5,5,6,35,34,32,15,20,20,42,65,30,34,40,16,22,7,11
7040,1,4,4,4,4,4,4,37,33,39,15,14,16,49,64,33,37,28,17,41,7,14
7041,1,4,4,4,4,4,5,33,39,36,16,16,13,114,156,112,19,25,22,20,12,12
7042,1,5,4,5,4,5,5,36,36,38,16,18,12,67,41,26,28,31,14,26,7,14
7043,1,4,5,4,5,4,4,32,32,34,17,18,16,61,27,52,40,37,16,17,11,7
7044,1,4,5,4,5,4,5,33,34,31,12,14,13,42,34,43,34,37,19,32,8,7
7045,1,3,4,3,4,4,4,40,31,28,14,12,17,92,50,49,31,28,22,42,18,14
7046,1,3,3,3,3,4,4,38,34,33,9,14,12,94,81,48,31,16,25,24,14,12
7047,2,3,3,3,3,4,5,35,40,37,10,14,8,132,115,35,28,28,29,24,17,8
7048,2,4,4,4,4,4,5,35,33,44,17,14,16,114,99,48,37,22,23,51,19,12
7049,1,4,5,4,5,6,5,39,34,34,17,17,18,53,39,58,37,40,20,26,8,11
7050,2,5,5,5,5,5,6,33,38,32,11,18,16,54,67,39,37,25,19,27,11,9
7051,2,5,5,5,5,5,6,31,38,33,20,18,18,35,50,48,40,31,27,19,28,16
7052,1,4,5,4,5,6,5,27,26,31,14,15,15,78,36,35,31,40,17,19,17,14
7053,1,4,4,4,4,5,6,38,30,32,13,15,15,102,45,31,40,37,10,42,14,10
7054,1,4,4,4,4,4,4,35,37,28,16,14,16,33,58,37,40,40,20,27,12,10
7055,1,3,4,3,4,4,4,37,46,48,9,10,12,112,105,93,16,16,30,49,17,29
7056,1,4,5,4,5,5,6,35,33,33,17,17,15,47,49,21,40,34,20,18,10,9
7057,1,4,5,4,5,5,5,28,34,34,14,19,16,39,62,35,40,40,17,24,8,9
7058,1,4,3,4,3,5,4,37,32,38,8,18,20,74,112,74,22,40,18,31,11,8
7059,1,3,1,3,1,4,4,33,37,37,12,18,14,95,122,74,40,37,13,23,10,11
7060,1,4,4,4,4,4,5,38,34,41,13,11,13,135,69,60,31,37,19,16,13,11
7061,1,4,4,4,4,5,5,31,30,28,15,14,14,89,70,28,31,37,26,45,17,14
7062,2,4,4,4,4,4,5,36,32,33,19,15,16,125,95,52,31,37,14,21,8,7
7063,1,4,5,4,5,5,5,35,31,29,17,11,11,84,39,30,40,13,26,18,14,9
7064,1,4,4,4,4,5,4,31,31,35,17,18,14,59,42,36,37,40,19,21,12,13
7065,1,3,3,3,3,4,4,36,38,38,7,15,13,70,55,40,31,40,14,19,9,7
7066,1,4,4,4,4,5,5,40,37,37,14,19,18,63,107,65,28,40,13,30,11,11
7067,1,4,5,4,5,5,6,45,45,39,19,16,17,99,139,122,34,34,26,44,32,18
7068,1,4,4,4,4,4,5,35,38,35,15,15,14,74,83,40,37,40,12,27,11,15
7069,1,4,4,4,4,4,5,34,35,33,19,20,16,70,22,20,31,37,33,26,8,7
7070,1,5,4,5,4,5,5,30,35,33,7,15,12,127,95,40,37,28,27,27,21,15
7071,1,5,5,5,5,5,6,30,32,31,17,14,9,34,43,26,37,40,16,16,9,8
7072,1,3,3,3,3,3,4,34,38,32,12,18,16,109,128,100,34,37,17,46,10,9
7073,1,4,3,4,3,4,4,39,44,42,16,16,19,93,161,37,40,28,32,26,32,35
7074,1,4,4,4,4,5,4,35,47,36,18,15,17,91,78,49,37,40,19,29,9,9
7075,1,4,5,4,5,4,5,35,40,37,13,16,16,115,131,37,31,34,22,18,14,9
7076,2,4,4,4,4,4,5,36,34,29,19,20,16,109,69,39,40,34,26,26,10,11
7077,2,5,6,5,6,5,5,31,33,34,19,13,16,71,31,23,40,40,14,16,10,7
7078,1,5,5,5,5,5,6,38,32,34,14,15,13,86,41,33,40,37,18,24,8,7
7079,1,4,4,4,4,4,5,41,31,34,18,20,20,112,76,59,19,34,17,42,13,15
7080,1,4,4,4,4,4,4,42,34,36,10,15,13,86,88,36,34,25,18,47,11,15
7081,1,4,5,4,5,5,5,37,32,36,16,16,14,107,104,46,37,28,24,23,9,12
7082,1,5,4,5,4,4,4,47,44,44,16,18,12,120,24,32,37,37,23,43,11,7
7083,1,5,5,5,5,4,5,43,36,24,17,10,12,66,38,72,31,22,28,31,13,9
7084,1,5,6,5,6,6,6,38,35,32,14,11,14,95,48,47,37,34,22,25,15,17
7085,1,5,5,5,5,5,7,39,37,43,19,15,15,72,108,51,37,40,19,28,11,18
7086,2,4,4,4,4,5,5,31,34,32,19,18,20,39,26,20,37,40,20,15,10,7
7087,2,1,1,1,1,2,2,37,34,37,11,8,11,44,121,115,31,31,28,37,18,20
7088,2,5,4,5,4,6,6,39,35,38,14,17,18,82,41,47,37,34,11,24,8,11
7089,1,4,5,4,5,5,5,35,34,36,12,16,14,66,43,32,37,31,36,24,11,7
7090,1,4,5,4,5,5,5,30,34,35,14,14,16,96,62,67,34,40,21,36,11,14
7091,1,5,5,5,5,5,6,37,33,34,17,18,17,61,58,30,37,40,18,19,11,7
7092,1,4,4,4,4,5,6,40,37,33,13,12,12,100,64,49,40,34,24,24,11,7
7093,1,4,4,4,4,4,4,33,33,33,14,11,14,52,42,26,37,31,23,21,9,8
7094,1,5,5,5,5,5,6,33,33,33,14,11,12,51,38,30,31,25,27,23,14,9
7095,2,3,3,3,3,4,4,32,35,33,14,15,14,43,68,38,37,37,20,21,14,11
7096,1,5,5,5,5,5,6,34,33,32,18,14,12,42,39,37,40,40,18,19,11,9
7097,2,4,5,4,5,4,5,30,30,35,17,16,16,98,52,70,28,28,19,20,10,15
7098,1,5,4,5,4,4,5,43,40,39,18,17,17,118,103,43,40,25,22,39,24,16
7099,1,4,5,4,5,5,6,40,37,36,15,19,19,46,44,22,25,34,21,22,7,12
7100,1,5,4,5,4,4,6,31,34,31,16,15,16,75,45,22,40,31,22,24,16,10
7101,1,5,5,5,5,5,6,33,33,36,18,15,13,43,40,48,34,40,29,30,11,19
7102,1,5,5,5,5,6,6,29,33,35,16,17,16,44,23,31,31,40,18,21,7,11
7103,1,4,3,4,3,3,4,34,43,28,13,19,19,81,82,39,16,13,36,44,35,16
7104,1,4,5,4,5,4,6,37,35,33,10,8,15,66,40,25,31,34,20,20,12,11
7105,2,3,3,3,3,4,4,35,36,34,13,15,17,158,124,45,37,31,12,47,21,21
7106,1,4,4,4,4,4,5,46,34,37,13,13,13,72,42,72,13,10,28,46,7,12
7107,1,5,4,5,4,5,5,34,34,36,13,12,16,144,54,64,34,40,22,27,12,12
7108,1,4,4,4,4,4,4,42,41,37,13,15,13,109,102,91,28,13,31,42,21,18
7109,1,5,5,5,5,5,6,37,38,32,17,19,13,39,57,40,40,37,22,36,10,8
7110,1,4,5,4,5,4,5,35,40,35,15,14,12,47,67,56,40,28,20,25,11,8
7111,1,4,4,4,4,5,6,34,30,36,15,17,16,64,72,68,28,37,16,33,14,7
7112,1,4,4,4,4,4,6,31,31,31,13,13,15,59,52,34,40,40,18,20,12,12
7113,1,4,4,4,4,5,5,33,35,34,15,14,15,63,114,41,16,40,14,31,12,16
7114,1,4,5,4,5,4,6,34,36,37,19,18,18,38,41,31,37,40,15,16,8,7
7115,1,4,1,4,1,5,5,38,39,36,16,15,15,111,105,88,31,19,32,32,18,21
7116,1,4,4,4,4,4,4,32,34,30,16,14,8,40,53,29,34,40,11,15,7,9
7117,1,4,5,4,5,4,6,33,32,27,15,17,14,43,63,29,31,40,24,20,11,10
7118,1,4,5,4,5,5,6,32,31,30,19,16,15,36,63,31,40,40,14,16,10,8
7119,1,5,5,5,5,6,7,33,37,32,15,13,16,45,44,32,40,31,19,18,11,9
7120,1,4,4,4,4,4,4,37,34,29,17,17,11,84,95,51,28,40,20,22,9,12
7121,1,5,5,5,5,6,6,42,33,32,19,16,15,36,52,20,37,37,26,35,7,7
7122,1,5,5,5,5,5,6,36,34,36,10,16,13,64,66,38,19,40,20,27,10,11
7123,1,5,5,5,5,5,6,39,30,26,15,16,17,78,37,20,34,25,30,50,14,14
7124,1,4,3,4,3,3,3,42,55,44,16,9,10,96,133,86,40,28,28,56,15,23
7125,1,4,4,4,4,4,6,34,34,28,16,10,8,60,62,46,34,37,20,26,15,10
7126,1,4,5,4,5,5,5,35,34,36,16,18,17,48,33,36,28,34,20,20,11,13
7127,1,4,4,4,4,4,5,29,32,33,11,16,19,48,38,22,40,40,19,18,13,8
7128,1,3,4,3,4,4,5,39,41,40,17,17,20,120,50,28,31,40,15,24,9,13
7129,1,4,4,4,4,5,4,35,32,38,15,18,15,48,58,65,34,40,19,29,13,20
7130,1,5,5,5,5,5,6,36,36,36,15,13,14,133,117,28,34,28,22,20,15,15
7131,1,4,4,4,4,4,5,33,34,33,19,17,15,43,85,32,37,40,20,16,9,9
7132,1,4,4,4,4,4,4,39,44,48,12,4,9,130,83,116,37,13,36,33,18,12
7133,2,3,2,3,2,4,3,39,40,38,19,14,10,77,76,75,28,37,21,41,19,11
7134,2,4,4,4,4,6,4,35,27,32,11,16,11,111,87,35,25,40,23,54,9,7
7135,1,5,5,5,5,5,6,35,34,38,12,8,15,66,65,32,40,34,20,32,8,16
7136,1,4,5,4,5,4,5,39,32,32,10,13,15,75,58,42,34,28,20,18,9,7
7137,2,3,3,3,3,4,3,37,48,33,12,12,12,104,137,69,28,37,16,39,11,7
7138,2,5,3,5,3,5,4,37,31,32,14,16,10,76,30,55,31,40,20,24,13,10
7139,1,4,4,4,4,5,5,39,39,41,11,16,10,65,49,41,40,31,27,36,21,20
7140,2,4,5,4,5,5,6,34,31,34,16,20,19,66,20,24,31,40,14,27,7,8
7141,1,4,3,4,3,5,4,32,32,35,12,19,16,134,23,31,40,31,17,16,7,11
7142,1,3,4,3,4,4,4,39,45,36,13,14,14,128,67,56,37,28,22,58,12,13
7143,1,4,4,4,4,5,5,44,34,33,9,13,14,130,122,104,19,37,22,62,12,21
7144,1,3,3,3,3,3,4,42,36,36,14,17,20,152,130,120,31,31,24,58,13,14
7145,2,4,4,4,4,4,5,37,38,37,13,15,13,112,84,50,31,25,27,20,12,8
7146,2,3,4,3,4,5,5,37,28,31,14,13,19,87,108,21,37,31,24,35,11,7
7147,1,4,3,4,3,4,4,42,44,32,11,14,14,101,115,97,28,22,21,45,22,20
7148,1,5,4,5,4,5,4,32,23,32,10,18,17,58,49,32,16,40,20,34,13,12
7149,1,4,4,4,4,4,4,37,37,41,16,14,16,120,94,96,34,40,10,16,10,16
