"ID","Time","FSM","Eng","Mat","Btotal","AGtotal","SCtotal","LTtotal","Ltotal"
1244,1,1,4,4,0,0,0,0,0
1244,2,1,0,0,0,12,73,0,8
1244,3,1,5,4,37,16,36,18,7
1245,1,1,4,4,32,12,61,0,32
1245,2,1,0,0,0,12,75,0,16
1245,3,1,6,4,33,14,33,23,16
1247,1,1,4,4,0,0,0,0,0
1247,2,1,0,0,28,18,41,0,7
1247,3,1,5,5,30,14,25,19,8
1250,1,1,5,4,34,18,49,31,25
1250,2,1,0,0,36,12,0,0,17
1250,3,1,6,5,35,15,47,22,17
1251,1,1,4,4,0,0,0,0,0
1251,2,1,0,0,33,19,47,0,15
1251,3,1,5,5,30,16,27,28,0
1252,1,1,5,4,28,13,0,0,15
1252,2,1,0,0,0,19,44,0,8
1252,3,1,5,6,34,16,56,19,7
1253,1,1,3,3,27,12,0,40,25
1253,2,1,0,0,30,16,34,0,9
1253,3,1,5,5,0,15,28,28,14
1254,1,1,4,4,0,0,0,0,0
1254,2,1,0,0,33,13,87,0,12
1254,3,1,5,4,33,12,71,0,14
1255,1,1,4,4,0,0,0,0,0
1255,2,1,0,0,34,13,61,0,11
1255,3,1,5,5,0,0,0,0,0
1256,1,1,4,4,29,14,0,0,24
1256,2,1,0,0,33,14,44,0,7
1256,3,1,5,4,34,0,86,22,9
1257,1,1,4,4,39,14,0,0,35
1257,2,1,0,0,40,16,121,0,17
1257,3,1,6,6,57,12,33,0,7
1258,1,1,4,4,38,13,0,0,26
1258,2,1,0,0,35,12,119,0,16
1258,3,1,5,6,0,0,0,0,0
1259,1,2,2,2,41,12,0,0,21
1259,2,2,0,0,0,16,31,0,13
1259,3,2,0,5,32,16,39,11,12
1260,1,2,4,3,0,0,0,0,0
1260,2,2,0,0,0,12,45,0,16
1260,3,2,4,3,29,15,0,25,11
1261,1,0,0,0,0,0,0,0,0
1261,2,0,0,0,0,0,0,0,0
1261,3,0,4,4,28,14,36,23,11
1262,1,2,4,4,37,17,0,0,20
1262,2,2,0,0,0,16,132,0,20
1262,3,2,5,4,32,16,150,22,17
1263,1,1,4,4,0,15,94,0,28
1263,2,1,0,0,0,20,122,0,29
1263,3,1,4,5,31,15,36,0,7
1264,1,0,0,0,34,0,0,40,0
1264,2,0,0,0,0,0,0,0,0
1264,3,0,0,0,0,0,0,0,0
1265,1,1,5,5,30,17,109,0,19
1265,2,1,0,0,34,17,66,0,9
1265,3,1,6,6,33,16,38,21,9
1268,1,1,5,5,40,13,75,0,34
1268,2,1,0,0,35,18,98,0,13
1268,3,1,5,6,35,17,43,21,9
1269,1,2,2,2,0,0,0,0,0
1269,2,2,0,0,0,0,0,0,8
1269,3,2,2,2,0,11,91,24,0
1270,1,1,2,2,37,16,0,0,35
1270,2,1,0,0,19,11,0,0,10
1270,3,1,3,4,38,11,147,0,12
1272,1,1,4,4,35,20,0,0,39
1272,2,1,0,0,30,12,28,0,10
1272,3,1,6,6,27,11,24,24,15
1273,1,1,0,0,0,0,0,0,0
1273,2,1,0,0,0,19,78,0,9
1273,3,1,2,2,0,0,0,0,0
1274,1,2,5,4,34,20,0,0,15
1274,2,2,0,0,0,19,56,0,7
1274,3,2,6,5,31,17,34,0,7
1275,1,1,4,4,0,0,0,0,0
1275,2,1,0,0,29,15,62,0,11
1275,3,1,4,6,32,15,47,16,13
1276,1,1,4,5,0,0,0,0,0
1276,2,1,0,0,0,0,0,0,0
1276,3,1,5,6,33,12,48,20,16
1277,1,1,4,4,32,14,74,0,23
1277,2,1,0,0,33,17,29,0,9
1277,3,1,5,5,30,14,47,18,10
1278,1,2,4,4,0,0,0,0,0
1278,2,2,0,0,34,18,27,0,10
1278,3,2,5,5,37,18,61,18,9
1279,1,1,5,4,0,0,0,0,0
1279,2,1,0,0,35,14,171,0,22
1279,3,1,6,6,35,13,39,16,8
1281,1,2,4,4,0,0,0,0,0
1281,2,2,0,0,37,18,134,0,24
1281,3,2,5,4,39,16,119,25,23
1282,1,1,5,4,0,0,0,0,0
1282,2,1,0,0,32,9,58,0,11
1282,3,1,6,6,34,11,36,23,9
1283,1,1,2,3,0,0,0,0,0
1283,2,1,0,0,0,0,0,0,0
1283,3,1,3,4,0,20,92,27,0
1284,1,2,4,4,0,0,0,0,0
1284,2,2,0,0,34,18,25,0,8
1284,3,2,0,0,0,0,0,0,0
1285,1,1,4,5,0,0,0,0,0
1285,2,1,0,0,31,10,54,0,11
1285,3,1,6,6,31,11,79,24,0
1286,1,1,4,4,0,0,0,0,0
1286,2,1,0,0,30,13,27,0,9
1286,3,1,6,5,28,15,42,14,10
1287,1,1,4,3,34,13,138,0,19
1287,2,1,0,0,0,17,110,0,14
1287,3,1,5,4,0,14,115,0,15
1288,1,1,5,4,0,0,0,0,0
1288,2,1,0,0,41,14,79,0,9
1288,3,1,5,5,38,14,33,12,8
1289,1,1,4,4,0,0,0,0,0
1289,2,1,0,0,36,19,79,0,7
1289,3,1,5,5,37,17,59,0,13
1290,1,1,5,5,0,0,0,0,0
1290,2,1,0,0,42,16,0,0,25
1290,3,1,6,6,44,13,75,34,17
1291,1,1,3,4,0,8,0,40,0
1291,2,1,0,0,0,14,93,0,22
1291,3,1,2,5,38,20,78,20,15
1292,1,1,4,4,0,0,0,0,0
1292,2,1,0,0,40,17,131,0,20
1292,3,1,5,4,37,14,84,15,14
1293,1,1,4,3,0,0,0,0,0
1293,2,1,0,0,36,20,38,0,8
1293,3,1,0,0,33,19,24,14,8
1294,1,1,2,4,0,0,0,0,0
1294,2,1,0,0,0,16,96,0,9
1294,3,1,4,3,34,15,42,16,9
1295,1,2,3,3,0,0,0,0,0
1295,2,2,0,0,0,0,0,0,0
1295,3,2,4,4,0,0,0,0,0
1296,1,0,0,0,0,0,0,0,0
1296,2,0,0,0,28,12,78,0,10
1296,3,0,6,6,35,10,56,24,12
1297,1,0,0,0,0,0,0,0,0
1297,2,0,0,0,36,11,61,0,9
1297,3,0,5,6,27,10,56,34,7
1298,1,1,0,0,0,0,0,0,0
1298,2,1,0,0,36,20,71,0,18
1298,3,1,6,6,37,15,61,0,16
1299,1,0,0,0,0,0,0,0,0
1299,2,0,0,0,0,0,20,31,14
1299,3,0,5,6,29,15,20,20,7
1301,1,1,0,0,0,0,0,0,0
1301,2,1,0,0,38,20,0,0,0
1301,3,1,2,3,39,11,124,26,11
1302,1,2,3,4,0,0,0,0,0
1302,2,2,0,0,0,13,97,0,11
1302,3,2,4,5,0,14,35,0,16
1303,1,1,0,0,0,0,0,0,0
1303,2,1,0,0,39,20,56,0,8
1303,3,1,5,6,37,20,80,12,10
1304,1,1,0,0,0,0,0,0,0
1304,2,1,0,0,26,15,0,0,9
1304,3,1,4,4,0,18,48,14,11
1305,1,0,0,0,0,0,0,0,0
1305,2,0,0,0,0,18,80,40,13
1305,3,0,4,4,42,10,0,21,19
1306,1,2,0,0,0,0,0,0,0
1306,2,2,0,0,39,13,33,0,12
1306,3,2,5,6,31,11,38,22,0
1308,1,0,0,0,0,0,0,0,0
1308,2,0,0,0,0,16,39,0,14
1308,3,0,5,6,0,0,0,0,0
1309,1,0,0,0,0,0,0,0,0
1309,2,0,0,0,39,13,50,0,10
1309,3,0,5,6,0,12,43,13,16
1310,1,0,0,0,0,0,0,0,0
1310,2,0,0,0,0,0,0,0,0
1310,3,0,3,3,34,13,36,21,9
1311,1,0,0,0,0,0,0,0,0
1311,2,0,0,0,0,0,0,0,0
1311,3,0,2,4,39,13,113,19,25
2001,1,0,0,0,30,19,0,0,15
2001,2,0,0,0,0,0,0,0,0
2001,3,0,0,0,0,0,0,0,0
2003,1,1,4,5,0,0,0,0,0
2003,2,1,0,0,30,12,86,0,13
2003,3,1,5,7,25,13,79,22,8
2004,1,1,5,6,0,0,0,0,0
2004,2,1,0,0,33,15,51,0,8
2004,3,1,7,7,33,14,29,15,9
2005,1,0,0,0,34,13,96,0,33
2005,2,0,0,0,0,0,0,0,0
2005,3,0,0,0,0,0,0,0,0
2007,1,2,3,3,38,17,0,0,16
2007,2,2,0,0,27,12,78,0,10
2007,3,2,4,3,28,13,35,26,10
2008,1,1,3,1,0,0,0,0,0
2008,2,1,0,0,30,17,47,40,22
2008,3,1,4,3,33,18,32,12,9
2009,1,1,4,4,31,18,72,0,28
2009,2,1,0,0,33,17,77,0,11
2009,3,1,6,6,34,16,91,20,12
2010,1,0,0,0,0,0,0,0,0
2010,2,0,0,0,0,0,0,0,0
2010,3,0,6,7,0,0,0,0,0
2011,1,1,5,5,43,17,0,0,30
2011,2,1,0,0,42,16,70,0,12
2011,3,1,6,7,37,18,48,15,12
2013,1,0,0,0,0,0,0,0,0
2013,2,0,0,0,0,0,0,0,0
2013,3,0,7,8,29,16,36,21,13
2014,1,1,5,5,40,20,0,0,0
2014,2,1,0,0,39,19,166,0,17
2014,3,1,7,8,39,19,124,0,24
2015,1,1,5,5,33,11,71,0,21
2015,2,1,0,0,35,14,105,0,12
2015,3,1,7,7,38,15,60,21,14
2016,1,1,5,5,0,0,0,0,0
2016,2,1,0,0,0,17,28,0,7
2016,3,1,6,6,29,12,30,23,9
2018,1,2,4,4,0,0,0,0,0
2018,2,2,0,0,33,16,52,0,0
2018,3,2,3,6,0,12,32,0,12
2019,1,2,4,4,0,0,0,0,0
2019,2,2,0,0,34,19,22,0,7
2019,3,2,6,5,40,14,21,29,0
2020,1,1,4,5,33,19,61,34,0
2020,2,1,0,0,35,18,61,0,14
2020,3,1,6,7,34,17,45,0,19
2021,1,1,2,1,0,0,0,0,0
2021,2,1,0,0,0,13,102,0,20
2021,3,1,4,3,0,12,111,19,0
2022,1,1,4,4,37,15,80,0,37
2022,2,1,0,0,31,13,100,0,19
2022,3,1,5,6,0,0,0,0,0
2023,1,2,3,3,0,0,0,0,0
2023,2,2,0,0,0,14,41,0,12
2023,3,2,4,4,0,0,0,0,0
2024,1,1,4,4,36,20,122,40,15
2024,2,1,0,0,36,17,122,0,10
2024,3,1,5,7,0,16,84,17,10
2025,1,1,4,5,0,0,0,0,0
2025,2,1,0,0,28,19,33,0,8
2025,3,1,6,7,33,15,0,0,9
2027,1,2,3,3,36,11,0,0,21
2027,2,2,0,0,0,0,0,0,0
2027,3,2,4,4,0,18,43,23,0
2028,1,1,4,5,0,0,0,0,0
2028,2,1,0,0,34,17,24,0,13
2028,3,1,6,7,31,17,25,20,10
2029,1,1,5,5,0,0,0,0,0
2029,2,1,0,0,30,15,49,0,9
2029,3,1,6,7,29,16,52,15,7
2030,1,1,5,4,0,0,0,0,0
2030,2,1,0,0,42,17,117,0,13
2030,3,1,7,6,37,14,38,24,13
2031,1,2,5,5,40,17,0,40,21
2031,2,2,0,0,41,18,85,0,16
2031,3,2,7,7,40,15,38,15,0
2032,1,1,4,4,0,0,0,0,0
2032,2,1,0,0,39,14,57,0,14
2032,3,1,6,6,43,15,33,21,19
2033,1,1,4,5,0,0,0,0,0
2033,2,1,0,0,34,19,20,0,8
2033,3,1,5,8,30,15,28,16,10
2034,1,1,5,5,0,0,0,0,0
2034,2,1,0,0,31,16,48,31,10
2034,3,1,6,7,0,14,67,0,11
2035,1,0,0,0,0,0,0,0,0
2035,2,0,0,0,0,0,0,0,0
2035,3,0,7,8,36,16,44,15,14
2036,1,1,4,4,0,17,0,0,16
2036,2,1,0,0,54,20,0,0,9
2036,3,1,5,6,33,12,39,20,19
2038,1,1,5,6,35,10,0,0,23
2038,2,1,0,0,36,9,57,0,9
2038,3,1,6,8,0,8,43,26,9
2039,1,2,4,5,0,0,0,0,0
2039,2,2,0,0,35,14,61,0,12
2039,3,2,6,7,37,12,75,0,9
2040,1,1,3,3,0,0,0,0,0
2040,2,1,0,0,42,15,101,0,7
2040,3,1,4,4,36,0,43,0,7
2041,1,1,3,4,0,0,0,0,0
2041,2,1,0,0,0,13,66,0,13
2041,3,1,5,5,32,10,41,25,13
2042,1,2,3,4,0,0,0,0,0
2042,2,2,0,0,39,12,29,0,11
2042,3,2,4,6,0,0,0,0,0
2043,1,1,3,3,0,0,0,0,0
2043,2,1,0,0,33,16,56,34,11
2043,3,1,4,3,0,17,29,16,7
2044,1,1,5,4,0,0,0,0,0
2044,2,1,0,0,35,14,48,0,9
2044,3,1,6,6,0,0,29,0,0
2046,1,1,5,5,33,16,0,0,21
2046,2,1,0,0,0,15,45,0,14
2046,3,1,6,8,32,13,33,23,15
2047,1,1,4,4,0,0,0,0,0
2047,2,1,0,0,36,20,68,0,14
2047,3,1,6,6,35,15,52,26,11
2048,1,1,4,4,34,12,0,0,31
2048,2,1,0,0,0,0,39,0,13
2048,3,1,5,6,34,17,33,17,7
2049,1,1,4,4,0,0,0,0,0
2049,2,1,0,0,36,15,34,0,7
2049,3,1,5,6,35,10,35,15,8
2050,1,1,4,4,0,0,0,0,0
2050,2,1,0,0,37,0,99,0,9
2050,3,1,5,7,37,14,59,0,10
2051,1,1,5,5,0,0,0,0,0
2051,2,1,0,0,36,13,22,0,12
2051,3,1,6,7,42,8,35,27,15
2052,1,1,5,5,34,12,100,0,25
2052,2,1,0,0,36,10,84,0,17
2052,3,1,7,7,38,8,72,24,17
2053,1,2,5,4,32,16,0,0,17
2053,2,2,0,0,33,16,121,0,9
2053,3,2,6,7,34,16,140,12,8
2054,1,1,5,5,0,0,0,0,0
2054,2,1,0,0,33,19,0,0,9
2054,3,1,6,6,38,15,78,28,16
2055,1,1,2,3,0,0,0,0,0
2055,2,1,0,0,0,12,45,0,9
2055,3,1,4,4,35,16,96,17,0
2056,1,1,5,4,0,0,0,0,0
2056,2,1,0,0,39,20,153,0,14
2056,3,1,7,6,41,18,53,17,8
2057,1,1,5,5,0,0,0,0,0
2057,2,1,0,0,36,17,68,0,11
2057,3,1,6,7,0,14,20,24,0
2058,1,1,5,4,0,0,0,0,0
2058,2,1,0,0,38,18,73,0,12
2058,3,1,7,5,41,16,97,21,10
2059,1,2,4,4,0,0,0,0,0
2059,2,2,0,0,34,19,85,0,12
2059,3,2,5,6,38,16,37,0,0
2060,1,1,5,5,0,0,0,0,0
2060,2,1,0,0,33,13,79,0,21
2060,3,1,6,6,31,12,33,20,11
2061,1,0,0,0,35,16,0,0,24
2061,2,0,0,0,0,0,0,0,0
2061,3,0,0,0,0,0,0,0,0
2062,1,1,5,5,34,16,96,0,18
2062,2,1,0,0,36,19,67,0,7
2062,3,1,7,7,36,16,43,13,7
2063,1,1,4,5,28,16,0,0,15
2063,2,1,0,0,33,20,25,40,7
2063,3,1,6,7,33,12,21,21,7
2064,1,2,4,4,0,0,0,0,0
2064,2,2,0,0,33,12,100,0,13
2064,3,2,5,5,34,13,98,0,13
2065,1,1,4,4,0,0,0,0,0
2065,2,1,0,0,36,14,88,0,14
2065,3,1,6,7,38,11,67,34,21
2067,1,2,4,5,0,0,0,0,0
2067,2,2,0,0,34,16,39,0,9
2067,3,2,6,7,36,10,38,27,13
2068,1,1,5,5,0,0,0,0,0
2068,2,1,0,0,35,18,105,0,15
2068,3,1,7,7,35,13,42,0,10
2069,1,1,4,5,0,0,0,0,0
2069,2,1,0,0,31,15,33,0,7
2069,3,1,5,7,43,10,57,30,11
2070,1,2,4,4,0,0,0,0,0
2070,2,2,0,0,0,20,31,0,14
2070,3,2,5,4,0,19,83,25,12
2071,1,1,4,4,0,0,0,0,0
2071,2,1,0,0,37,17,49,0,9
2071,3,1,6,6,33,14,30,25,8
2072,1,2,4,5,0,0,0,0,0
2072,2,2,0,0,0,0,0,0,0
2072,3,2,6,6,0,0,0,0,0
2073,1,1,3,4,0,13,122,0,18
2073,2,1,0,0,0,17,62,0,15
2073,3,1,3,4,0,0,0,0,0
2074,1,1,4,4,0,0,0,0,0
2074,2,1,0,0,34,14,51,0,10
2074,3,1,6,6,35,17,31,23,9
2075,1,1,4,5,0,0,0,0,0
2075,2,1,0,0,37,17,100,0,24
2075,3,1,6,7,39,17,50,20,21
2077,1,1,5,5,0,0,0,0,0
2077,2,1,0,0,36,12,71,0,12
2077,3,1,7,7,32,11,52,0,11
2079,1,0,0,0,0,0,0,0,0
2079,2,0,0,0,0,0,0,0,0
2079,3,0,7,7,40,12,84,31,20
2080,1,1,3,4,0,0,0,0,0
2080,2,1,0,0,0,20,0,0,0
2080,3,1,4,6,37,15,20,25,0
2081,1,1,3,4,0,0,0,0,0
2081,2,1,0,0,33,17,83,0,14
2081,3,1,5,5,0,0,0,0,0
2082,1,1,4,4,0,0,0,0,0
2082,2,1,0,0,31,9,58,0,15
2082,3,1,5,6,25,11,53,24,11
2083,1,1,5,5,35,14,0,0,25
2083,2,1,0,0,38,13,104,0,12
2083,3,1,7,7,35,14,99,29,11
2084,1,1,5,5,37,17,0,40,34
2084,2,1,0,0,31,11,78,0,12
2084,3,1,6,7,0,8,38,0,0
2085,1,1,5,5,38,14,102,0,18
2085,2,1,0,0,35,11,21,0,8
2085,3,1,6,7,36,12,27,39,15
2086,1,0,0,0,40,16,142,0,29
2086,2,0,0,0,0,0,0,0,0
2086,3,0,0,0,0,0,0,0,0
2087,1,1,4,4,0,0,0,0,0
2087,2,1,0,0,34,15,56,0,11
2087,3,1,6,6,35,11,27,20,7
2088,1,1,4,4,0,14,0,0,22
2088,2,1,0,0,29,14,0,0,15
2088,3,1,6,7,35,14,36,22,9
2089,1,1,4,4,0,0,0,0,0
2089,2,1,0,0,38,13,141,0,27
2089,3,1,6,6,36,13,73,20,26
2090,1,1,4,3,0,0,0,0,0
2090,2,1,0,0,0,0,0,0,0
2090,3,1,4,4,0,14,24,23,7
2091,1,0,0,0,0,0,0,0,0
2091,2,0,0,0,0,0,0,0,0
2091,3,0,6,5,29,17,29,20,12
2092,1,1,5,5,0,0,0,0,0
2092,2,1,0,0,35,13,37,0,7
2092,3,1,6,7,36,12,49,32,9
2093,1,0,0,0,0,20,0,0,32
2093,2,0,0,0,0,0,0,0,0
2093,3,0,6,7,35,14,34,0,9
2094,1,1,5,5,0,0,0,0,0
2094,2,1,0,0,28,9,80,0,16
2094,3,1,7,7,26,10,30,22,13
2095,1,1,4,5,0,0,0,0,0
2095,2,1,0,0,41,12,38,0,13
2095,3,1,5,6,37,8,28,28,13
2096,1,0,0,0,0,0,0,0,0
2096,2,0,0,0,0,0,0,0,0
2096,3,0,6,7,31,17,20,11,7
2097,1,1,4,4,0,0,0,0,0
2097,2,1,0,0,37,14,38,0,10
2097,3,1,5,4,0,0,20,26,0
2098,1,0,0,0,0,0,0,0,0
2098,2,0,0,0,0,0,0,0,0
2098,3,0,6,7,30,12,37,21,11
2099,1,0,0,0,29,15,111,0,20
2099,2,0,0,0,0,0,0,0,0
2099,3,0,0,0,0,0,0,0,0
2100,1,0,0,0,37,13,83,0,42
2100,2,0,0,0,0,0,0,0,0
2100,3,0,0,0,0,0,0,0,0
2101,1,0,0,0,41,12,137,0,25
2101,2,0,0,0,0,0,0,0,0
2101,3,0,0,0,0,0,0,0,0
2102,1,2,4,5,0,0,0,0,0
2102,2,2,0,0,32,12,113,0,14
2102,3,2,6,6,35,11,128,22,10
2103,1,1,4,5,0,0,0,0,0
2103,2,1,0,0,36,16,35,0,15
2103,3,1,5,6,41,14,97,29,12
2105,1,1,4,4,34,15,0,0,18
2105,2,1,0,0,32,14,55,0,9
2105,3,1,6,6,35,13,36,16,8
2106,1,2,4,5,41,8,0,0,29
2106,2,2,0,0,43,4,39,0,7
2106,3,2,6,6,43,10,66,34,16
2107,1,1,5,5,0,0,0,0,0
2107,2,1,0,0,36,13,0,0,14
2107,3,1,7,8,32,9,31,22,14
2108,1,1,4,4,31,0,0,0,17
2108,2,1,0,0,33,13,27,0,13
2108,3,1,5,6,36,13,34,26,14
2109,1,1,5,5,0,0,0,0,0
2109,2,1,0,0,31,15,41,0,11
2109,3,1,6,6,33,16,35,33,9
2112,1,1,3,3,0,0,0,0,0
2112,2,1,0,0,19,7,27,0,0
2112,3,1,4,4,49,5,0,19,0
2113,1,1,4,4,0,0,0,0,0
2113,2,1,0,0,0,0,30,0,12
2113,3,1,6,6,35,12,20,26,11
2114,1,1,5,4,41,16,86,0,37
2114,2,1,0,0,38,17,55,0,10
2114,3,1,7,7,0,0,0,0,0
2115,1,1,5,3,41,18,0,0,37
2115,2,1,0,0,0,0,0,0,0
2115,3,1,5,4,35,15,59,19,18
2116,1,1,4,4,0,0,0,0,0
2116,2,1,0,0,41,18,113,0,13
2116,3,1,5,5,0,0,0,0,0
2117,1,1,4,4,0,0,0,0,0
2117,2,1,0,0,29,13,28,0,9
2117,3,1,6,5,34,12,73,21,12
2119,1,1,4,4,0,0,0,0,0
2119,2,1,0,0,31,18,76,0,9
2119,3,1,6,6,34,17,55,19,7
2121,1,1,4,5,0,0,0,0,0
2121,2,1,0,0,30,20,80,0,8
2121,3,1,6,7,19,8,104,29,9
2122,1,0,0,0,0,0,0,0,0
2122,2,0,0,0,0,0,0,0,0
2122,3,0,7,6,33,14,26,20,8
2123,1,1,3,3,38,15,75,0,23
2123,2,1,0,0,36,11,87,0,10
2123,3,1,5,5,37,17,40,19,14
2124,1,1,4,5,0,0,0,0,0
2124,2,1,0,0,37,18,83,0,11
2124,3,1,5,7,34,16,0,16,7
2125,1,1,3,4,0,0,0,0,0
2125,2,1,0,0,0,5,197,0,13
2125,3,1,4,4,34,4,52,0,13
2126,1,0,0,0,0,0,0,0,0
2126,2,0,0,0,0,0,0,0,0
2126,3,0,7,6,32,14,41,17,8
2127,1,0,0,0,0,0,0,0,0
2127,2,0,0,0,0,0,0,0,0
2127,3,0,6,5,29,15,33,21,8
2129,1,1,0,0,35,19,86,40,16
2129,2,1,0,0,33,16,93,0,13
2129,3,1,7,6,0,16,136,0,8
2130,1,1,4,5,0,0,0,0,0
2130,2,1,0,0,36,13,108,0,12
2130,3,1,5,7,37,10,75,17,10
2131,1,1,5,5,0,0,0,0,0
2131,2,1,0,0,36,14,31,0,11
2131,3,1,0,0,0,0,0,0,0
2132,1,1,5,5,0,0,0,0,0
2132,2,1,0,0,33,4,71,0,11
2132,3,1,7,6,45,10,73,34,12
2133,1,1,4,3,0,0,0,0,0
2133,2,1,0,0,34,15,71,0,10
2133,3,1,5,4,0,14,44,0,10
2134,1,1,4,4,0,0,0,0,0
2134,2,1,0,0,35,13,0,0,10
2134,3,1,6,6,33,10,108,20,10
2135,1,1,4,5,31,20,0,0,15
2135,2,1,0,0,31,18,45,0,11
2135,3,1,6,6,36,12,20,20,13
2136,1,1,4,4,32,13,111,0,21
2136,2,1,0,0,35,12,81,0,13
2136,3,1,5,7,36,11,111,30,9
2137,1,1,4,5,0,0,0,0,0
2137,2,1,0,0,41,11,57,0,13
2137,3,1,0,0,0,0,0,0,0
2140,1,1,5,5,0,0,0,0,0
2140,2,1,0,0,39,14,89,0,9
2140,3,1,7,6,37,8,33,30,7
2141,1,1,4,5,0,0,0,0,0
2141,2,1,0,0,32,14,76,0,14
2141,3,1,6,7,0,0,0,0,0
2142,1,1,4,4,0,0,0,0,0
2142,2,1,0,0,31,0,26,0,0
2142,3,1,5,6,0,0,0,0,0
2143,1,1,3,3,0,0,0,0,0
2143,2,1,0,0,0,19,69,0,22
2143,3,1,5,4,37,19,64,15,16
2144,1,1,4,5,31,18,0,40,19
2144,2,1,0,0,35,13,29,0,10
2144,3,1,5,6,0,14,30,15,7
2145,1,1,4,5,35,20,54,0,16
2145,2,1,0,0,38,17,63,0,11
2145,3,1,6,6,0,0,0,0,0
2146,1,1,5,5,32,13,100,0,16
2146,2,1,0,0,33,16,44,0,13
2146,3,1,6,6,34,14,39,19,7
2147,1,1,4,4,0,0,0,0,0
2147,2,1,0,0,31,0,43,0,0
2147,3,1,6,6,0,13,45,26,17
2148,1,2,4,4,0,0,0,0,0
2148,2,2,0,0,42,14,125,0,18
2148,3,2,6,6,43,9,130,29,22
2149,1,1,4,4,0,0,0,0,0
2149,2,1,0,0,0,0,75,0,8
2149,3,1,6,5,33,15,31,25,8
2151,1,0,0,0,0,0,0,0,0
2151,2,0,0,0,0,0,0,0,0
2151,3,0,6,6,35,13,87,17,10
2152,1,1,5,5,40,15,0,0,15
2152,2,1,0,0,38,12,47,0,12
2152,3,1,6,6,38,15,71,24,15
2153,1,2,3,3,0,0,0,0,0
2153,2,2,0,0,37,12,43,0,7
2153,3,2,4,4,0,0,0,0,0
2154,1,1,5,5,38,16,121,0,24
2154,2,1,0,0,39,14,99,0,13
2154,3,1,7,7,36,15,32,19,13
2155,1,1,5,5,36,17,117,0,36
2155,2,1,0,0,42,16,123,0,21
2155,3,1,7,7,39,15,70,14,15
2156,1,1,5,5,33,12,0,0,26
2156,2,1,0,0,38,11,101,0,24
2156,3,1,7,7,32,10,71,26,27
2157,1,1,4,4,0,0,0,0,0
2157,2,1,0,0,0,0,0,0,0
2157,3,1,5,6,0,0,0,0,0
2158,1,1,4,3,35,13,0,0,39
2158,2,1,0,0,0,16,147,0,12
2158,3,1,6,4,0,16,128,22,10
2159,1,1,4,5,30,16,59,0,0
2159,2,1,0,0,0,0,63,0,15
2159,3,1,5,8,31,14,60,22,15
2160,1,1,2,3,0,0,0,0,0
2160,2,1,0,0,0,12,41,0,10
2160,3,1,4,4,0,0,0,0,0
2163,1,2,4,4,33,17,69,0,19
2163,2,2,0,0,38,20,78,0,9
2163,3,2,5,6,0,0,0,0,0
2166,1,1,4,4,0,0,0,0,0
2166,2,1,0,0,0,18,45,0,7
2166,3,1,5,5,23,13,20,0,7
2167,1,1,3,4,0,0,0,0,0
2167,2,1,0,0,39,11,108,0,12
2167,3,1,4,3,32,12,75,31,15
2170,1,1,4,3,0,0,0,0,0
2170,2,1,0,0,0,18,0,0,0
2170,3,1,5,3,0,12,59,13,17
2171,1,1,4,5,33,18,73,0,21
2171,2,1,0,0,0,18,75,0,12
2171,3,1,6,6,32,19,27,14,7
2172,1,1,4,5,0,0,0,0,0
2172,2,1,0,0,0,0,0,0,0
2172,3,1,5,7,36,15,24,33,7
2173,1,1,3,4,0,0,0,0,0
2173,2,1,0,0,0,0,0,0,0
2173,3,1,4,5,31,16,70,20,11
2174,1,2,4,3,0,0,0,0,0
2174,2,2,0,0,0,0,0,0,0
2174,3,2,5,3,35,13,79,20,17
2175,1,1,3,5,0,19,0,0,16
2175,2,1,0,0,43,17,36,0,7
2175,3,1,5,5,36,13,33,20,13
2176,1,1,4,4,0,0,0,0,0
2176,2,1,0,0,0,15,25,0,7
2176,3,1,5,6,32,14,30,0,7
2177,1,2,5,5,0,0,0,0,0
2177,2,2,0,0,36,14,77,0,11
2177,3,2,7,7,40,15,31,0,11
2179,1,1,4,4,0,9,0,0,21
2179,2,1,0,0,34,10,25,0,9
2179,3,1,3,6,29,9,27,0,0
2180,1,1,4,5,0,0,0,0,0
2180,2,1,0,0,29,8,48,0,11
2180,3,1,6,7,0,10,46,0,13
2181,1,1,5,5,37,18,0,0,20
2181,2,1,0,0,33,14,34,0,13
2181,3,1,7,8,32,14,32,19,10
2182,1,1,5,4,0,0,0,0,0
2182,2,1,0,0,34,13,41,0,9
2182,3,1,0,0,0,0,0,0,0
2183,1,1,5,5,36,10,80,0,25
2183,2,1,0,0,33,13,0,0,18
2183,3,1,7,7,0,11,31,11,7
2184,1,1,5,5,0,0,0,0,0
2184,2,1,0,0,32,16,60,0,13
2184,3,1,7,7,35,14,29,30,14
2185,1,1,4,4,31,15,82,0,23
2185,2,1,0,0,36,17,46,0,11
2185,3,1,5,6,32,13,37,16,11
2186,1,1,5,5,37,17,87,0,24
2186,2,1,0,0,32,16,30,0,9
2186,3,1,7,7,38,14,48,17,12
2187,1,1,3,3,34,18,0,37,15
2187,2,1,0,0,0,0,57,0,0
2187,3,1,5,4,35,14,74,0,14
2188,1,2,3,4,0,0,0,0,0
2188,2,2,0,0,0,13,42,0,13
2188,3,2,5,5,29,12,73,26,12
2189,1,1,5,5,0,0,0,0,0
